ID,Entry,Gene names,Cross-reference (STRING)
1487,Q12872,SFSWAP SFRS8 SWAP,9606.ENSP00000437738
1488,Q96SA4,SERINC2 TDE2L FKSG84 UNQ263/PRO300,9606.ENSP00000362814
1489,P55822,SH3BGR,9606.ENSP00000332513
1490,O14796,SH2D1B EAT2,9606.ENSP00000356906
1491,O75056,SDC3 KIAA0468,9606.ENSP00000344468
1492,Q8IWL2,SFTPA1 COLEC4 PSAP SFTP1 SFTPA SFTPA1B,9606.ENSP00000397082
1493,Q9BRL7,SEC22C SEC22L3 UNQ459/PRO784,9606.ENSP00000264454
1494,Q8TD33,SCGB1C1,9606.ENSP00000344545
1495,Q15459,SF3A1 SAP114,9606.ENSP00000215793
1496,Q9NRF2,SH2B1 KIAA1299 SH2B,9606.ENSP00000321221
1497,Q99720,SIGMAR1 OPRS1 SRBP AAG8,9606.ENSP00000277010
1498,P51168,SCNN1B,9606.ENSP00000345751
1499,Q1EHB4,SLC5A12 SMCT2,9606.ENSP00000379326
1500,Q9Y289,SLC5A6 SMVT,9606.ENSP00000310208
1501,O43236,SEPTIN4 ARTS C17orf47 PNUTL2 SEP4 SEPT4 hucep-7,9606.ENSP00000402000
1502,P31639,SLC5A2 SGLT2,9606.ENSP00000327943
1503,Q96GA7,SDSL,9606.ENSP00000385790
1504,Q2M3M2,SLC5A9 SGLT4,9606.ENSP00000236495
1505,Q5TEA6,SEL1L2 C20orf50,9606.ENSP00000367312
1506,Q6RVD6,SPATA8,9606.ENSP00000328149
1507,P57073,SOX8,9606.ENSP00000293894
1508,O43541,SMAD6 MADH6,9606.ENSP00000288840
1509,P30626,SRI,9606.ENSP00000265729
1510,Q96BD8,SKA1 C18orf24,9606.ENSP00000285116
1511,Q8TAD8,SNIP1,9606.ENSP00000296215
1512,Q99835,SMO SMOH,9606.ENSP00000249373
1513,Q9Y6A9,SPCS1 SPC12 HSPC033,9606.ENSP00000478310
1514,Q9BQ83,SLX1A GIYD1 SLX1; SLX1B GIYD2 SLX1,9606.ENSP00000328940
1515,P15907,ST6GAL1 SIAT1,9606.ENSP00000169298
1516,Q5MJ68,SPDYC,9606.ENSP00000366390
1517,P78324,SIRPA BIT MFR MYD1 PTPNS1 SHPS1 SIRP,9606.ENSP00000382941
1518,Q9NXL6,SIDT1,9606.ENSP00000264852
1519,Q9HAC7,SUGCT C7orf10 DERP13,9606.ENSP00000338475
1520,Q92581,SLC9A6 KIAA0267 NHE6,9606.ENSP00000359729
1521,Q8TDD2,SP7 OSX,9606.ENSP00000443827
1522,Q96L08,SUSD3 UNQ9387/PRO34275,9606.ENSP00000364621
1523,Q6NVH7,SWSAP1 C19orf39,9606.ENSP00000310008
1524,Q7RTN6,STRADA LYK5 STRAD,9606.ENSP00000336655
1525,Q6DKK2,TTC19,9606.ENSP00000261647
1526,Q8NEF9,SRFBP1,9606.ENSP00000341324
1527,P0DMP2,SRGAP2B SRGAP2P2,9606.ENSP00000477776
1528,Q15046,KARS1 KARS KIAA0070,9606.ENSP00000325448
1529,Q8N3V7,SYNPO KIAA1029,9606.ENSP00000377789
1530,A0PK00,TMEM120B,9606.ENSP00000404991
1531,P29084,GTF2E2 TF2E2,9606.ENSP00000348168
1532,Q96RI9,TAAR9 TA3 TAR3 TRAR3,9606.ENSP00000424607
1533,P59551,TAS2R60,9606.ENSP00000327724
1534,P59536,TAS2R41,9606.ENSP00000386201
1535,Q9BTD3,TMEM121 HHOLE,9606.ENSP00000376304
1536,P25325,MPST TST2,9606.ENSP00000380402
1537,O60235,TMPRSS11D HAT,9606.ENSP00000283916
1538,Q96A09,TENT5B FAM46B,9606.ENSP00000289166
1539,P13385,TDGF1 CRIPTO,9606.ENSP00000296145
1540,Q04206,RELA NFKB3,9606.ENSP00000384273
1541,Q9Y4R8,TELO2 KIAA0683,9606.ENSP00000262319
1542,Q9P272,TRMT9B C8orf79 KIAA1456 TRM9L,9606.ENSP00000432695
1543,P0CI25,TRIM49 RNF18,9606.ENSP00000327604
1544,Q9C037,TRIM4 RNF87,9606.ENSP00000348216
1545,O43508,TNFSF12 APO3L DR3LG UNQ181/PRO207,9606.ENSP00000293825
1546,O95150,TNFSF15 TL1 VEGI,9606.ENSP00000363157
1547,Q5JTV8,TOR1AIP1 LAP1,9606.ENSP00000435365
1548,Q9H2S6,TNMD CHM1L UNQ771/PRO1565,9606.ENSP00000362122
1549,Q9NX07,TRNAU1AP SECP43 TRSPAP1,9606.ENSP00000362936
1550,Q8TE23,TAS1R2 GPR71 T1R2 TR2,9606.ENSP00000364520
1551,P33981,TTK MPS1 MPS1L1,9606.ENSP00000358813
1552,Q96L21,RPL10L,9606.ENSP00000298283
1553,Q9UNX3,RPL26L1 RPL26P1,9606.ENSP00000428223
1554,Q96GC5,MRPL48 CGI-118 HSPC290,9606.ENSP00000308717
1555,P36578,RPL4 RPL1,9606.ENSP00000311430
1556,P36954,POLR2I,9606.ENSP00000221859
1557,Q9BY78,RNF26,9606.ENSP00000312439
1558,P50443,SLC26A2 DTD DTDST,9606.ENSP00000286298
1559,Q9BXS9,SLC26A6,9606.ENSP00000378920
1560,Q92622,RUBCN KIAA0226,9606.ENSP00000296343
1561,Q5M8T2,SLC35D3 FRCL1,9606.ENSP00000333591
1562,Q504Y0,SLC39A12 ZIP12,9606.ENSP00000366586
1563,Q76EJ3,SLC35D2 HFRC UGTREL8,9606.ENSP00000253270
1564,Q9Y2W3,SLC45A1 DNB5,9606.ENSP00000289877
1565,P0C7Q6,SLC35G6 AMAC1L3 TMEM21B,9606.ENSP00000396523
1566,Q8WXG8,S100Z,9606.ENSP00000320430
1567,Q96LT4,SAMD8,9606.ENSP00000438042
1568,P09661,SNRPA1,9606.ENSP00000254193
1569,P48443,RXRG NR2B3,9606.ENSP00000352900
1570,P04279,SEMG1 SEMG,9606.ENSP00000361867
1571,P78330,PSPH,9606.ENSP00000378854
1572,Q5HYK7,SH3D19,9606.ENSP00000302913
1573,Q9H9B4,SFXN1,9606.ENSP00000316905
1574,P58005,SESN3 SEST3,9606.ENSP00000441927
1575,Q7Z4S9,SH2D6,9606.ENSP00000341867
1576,Q53H47,SETMAR,9606.ENSP00000373354
1577,Q5T4F7,SFRP5 FRP1B SARP3,9606.ENSP00000266066
1578,Q6UW10,SFTA2 SFTPG UNQ541/PRO1098,9606.ENSP00000351989
1579,O75880,SCO1 SCOD1,9606.ENSP00000255390
1580,P30531,SLC6A1 GABATR GABT1 GAT1,9606.ENSP00000287766
1581,P31641,SLC6A6,9606.ENSP00000480890
1582,Q8NEY3,SPATA4 TSARG2,9606.ENSP00000280191
1583,Q6ZMD2,SPNS3,9606.ENSP00000347721
1584,Q9Y5X1,SNX9 SH3PX1 SH3PXD3A,9606.ENSP00000376024
1585,P01241,GH1,9606.ENSP00000312673
1586,Q02447,SP3,9606.ENSP00000310301
1587,P53814,SMTN SMSMO,9606.ENSP00000484398
1588,Q9BVQ7,SPATA5L1,9606.ENSP00000305494
1589,Q6IEE8,SLFN12L SLFN5,9606.ENSP00000437635
1590,O95475,SIX6 OPTX2 SIX9,9606.ENSP00000328596
1591,Q9BQ15,NABP2 OBFC2B SSB1 LP3587,9606.ENSP00000369545
1592,Q8NHU3,SGMS2 SMS2,9606.ENSP00000378176
1593,Q11201,ST3GAL1 SIAT4 SIAT4A,9606.ENSP00000428540
1594,Q96DU3,SLAMF6 KALI UNQ6123/PRO20080,9606.ENSP00000357036
1595,Q96N96,SPATA13,9606.ENSP00000398560
1596,Q9UH99,SUN2 FRIGG KIAA0668 RAB5IP UNC84B,9606.ENSP00000385616
1597,P51649,ALDH5A1 SSADH,9606.ENSP00000314649
1598,Q86TL2,STIMATE TMEM110,9606.ENSP00000422941
1599,Q9BRL6,SRSF8 SFRS2B SRP46,9606.ENSP00000480140
1600,Q9HAI6,TASL CXorf21,9606.ENSP00000368245
1601,Q9H7F4,TMEM185B FAM11B,9606.ENSP00000453399
1602,A2RTX5,TARS3 TARSL2,9606.ENSP00000338093
1603,Q15750,TAB1 MAP3K7IP1,9606.ENSP00000216160
1604,P52657,GTF2A2 TF2A2,9606.ENSP00000379372
1605,Q96J01,THOC3,9606.ENSP00000265097
1606,Q96LM6,TEX37 C2orf51 TSC21,9606.ENSP00000307142
1607,P24752,ACAT1 ACAT MAT,9606.ENSP00000265838
1608,Q8TBZ6,TRMT10A RG9MTD2,9606.ENSP00000273962
1609,Q5T7P8,SYT6,9606.ENSP00000477344
1610,O43493,TGOLN2 TGN46 TGN51,9606.ENSP00000386443
1611,P57738,TCTA,9606.ENSP00000273590
1612,Q6UXZ0,TMIGD1 TMIGD UNQ9372/PRO34164,9606.ENSP00000332404
1613,Q8IWZ4,TRIM48 RNF101,9606.ENSP00000402414
1614,Q9HCN2,TP53AIP1,9606.ENSP00000432743
1615,Q9BYC8,MRPL32 HSPC283,9606.ENSP00000223324
1616,P53803,POLR2K,9606.ENSP00000342889
1617,O76064,RNF8 KIAA0646,9606.ENSP00000362578
1618,O60930,RNASEH1 RNH1,9606.ENSP00000313350
1619,O43159,RRP8 KIAA0409 NML hucep-1,9606.ENSP00000254605
1620,P08708,RPS17 RPS17L,9606.ENSP00000346046
1621,P62241,RPS8 OK/SW-cl.83,9606.ENSP00000379888
1622,Q96IZ7,RSRC1 SRRP53 BM-011,9606.ENSP00000481697
1623,Q7L4I2,RSRC2,9606.ENSP00000330188
1624,Q6NW29,RWDD4 FAM28A RWDD4A,9606.ENSP00000388920
1625,P09234,SNRPC,9606.ENSP00000244520
1626,Q99985,SEMA3C SEMAE,9606.ENSP00000265361
1627,O95171,SCEL,9606.ENSP00000302579
1628,Q99470,SDF2,9606.ENSP00000247020
1629,Q9HC62,SENP2 KIAA1331,9606.ENSP00000296257
1630,Q8N4B1,PHETA1 FAM109A,9606.ENSP00000354461
1631,Q96FV2,SCRN2,9606.ENSP00000290216
1632,Q9UJC5,SH3BGRL2 FASH3,9606.ENSP00000358853
1633,P48067,SLC6A9,9606.ENSP00000353791
1634,Q8N0Z3,SPICE1 CCDC52 SPICE,9606.ENSP00000295872
1635,Q9H0A9,SPATC1L C21orf56,9606.ENSP00000291672
1636,Q9HCE7,SMURF1 KIAA1625,9606.ENSP00000354621
1637,O43278,SPINT1 HAI1 UNQ223/PRO256,9606.ENSP00000342098
1638,Q96EB6,SIRT1 SIR2L1,9606.ENSP00000212015
1639,O75971,SNAPC5 SNAP19,9606.ENSP00000319597
1640,P49223,SPINT3,9606.ENSP00000217428
1641,Q8N412,STPG2 C4orf37,9606.ENSP00000295268
1642,P51687,SUOX,9606.ENSP00000377668
1643,O00506,STK25 SOK1 YSK1,9606.ENSP00000325748
1644,Q13242,SRSF9 SFRS9 SRP30C,9606.ENSP00000229390
1645,P43308,SSR2 TRAPB HSD25,9606.ENSP00000295702
1646,Q9GZT4,SRR,9606.ENSP00000339435
1647,Q01130,SRSF2 SFRS2,9606.ENSP00000376276
1648,Q16563,SYPL1 SYPL,9606.ENSP00000011473
1649,Q9NYW4,TAS2R5,9606.ENSP00000247883
1650,Q5T4T1,TMEM170B,9606.ENSP00000368737
1651,Q8IUX1,TMEM126B HT007,9606.ENSP00000351737
1652,P04350,TUBB4A TUBB4 TUBB5,9606.ENSP00000264071
1653,Q8N5T2,TBC1D19,9606.ENSP00000264866
1654,P49368,CCT3 CCTG TRIC5,9606.ENSP00000295688
1655,Q5VWG9,TAF3,9606.ENSP00000340271
1656,Q15813,TBCE,9606.ENSP00000439170
1657,O15482,TEX28 CXorf2; TEX28P1; TEX28P2,9606.ENSP00000478834
1658,Q8IYQ7,THNSL1,9606.ENSP00000434887
1659,Q96M34,TEX55 C3orf30 TSCPA,9606.ENSP00000295622
1660,Q8N1Q8,THEM5 ACOT15,9606.ENSP00000357807
1661,A2RU30,TESPA1 KIAA0748 HSPC257,9606.ENSP00000400892
1662,Q8IYR6,TMEFF1 C9orf2,9606.ENSP00000364013
1663,O14668,PRRG1 PRGP1 TMG1,9606.ENSP00000444278
1664,Q9Y5J7,TIMM9 TIM9 TIM9A TIMM9A,9606.ENSP00000378588
1665,Q9Y6Q6,TNFRSF11A RANK,9606.ENSP00000465500
1666,Q9C030,TRIM6 RNF89,9606.ENSP00000369440
1667,Q86YD3,TMEM25 UNQ2531/PRO6030,9606.ENSP00000315635
1668,Q86UV6,TRIM74 TRIM50C,9606.ENSP00000285805
1669,Q9NXH9,TRMT1,9606.ENSP00000466967
1670,O75888,TNFSF13 APRIL TALL2 ZTNF2 UNQ383/PRO715,9606.ENSP00000343505
1671,Q15025,TNIP1 KIAA0113 NAF1,9606.ENSP00000317891
1672,Q12933,TRAF2 TRAP3,9606.ENSP00000247668
1673,Q9BU70,TRMO C9orf156 HSPC219,9606.ENSP00000364260
1674,O00300,TNFRSF11B OCIF OPG,9606.ENSP00000297350
1675,Q9UL62,TRPC5 TRP5,9606.ENSP00000262839
1676,Q7RTX1,TAS1R1 GPR70 T1R1 TR1 GM148,9606.ENSP00000331867
1677,O95551,TDP2 EAP2 TTRAP AD-022,9606.ENSP00000367440
1678,P14679,TYR,9606.ENSP00000263321
1679,Q8N6F8,METTL27 WBSCR27,9606.ENSP00000297873
1680,Q4G0A6,MINDY4 C7orf67 FAM188B,9606.ENSP00000265299
1681,Q96JB8,MPP4 ALS2CR5 DLG6,9606.ENSP00000387278
1682,Q8NGZ9,OR2T10,9606.ENSP00000329210
1683,P21757,MSR1 SCARA1,9606.ENSP00000262101
1684,Q02083,NAAA ASAHL PLT,9606.ENSP00000286733
1685,P20591,MX1,9606.ENSP00000381601
1686,Q8N699,MYCT1 MTLC MTMC1,9606.ENSP00000356214
1687,P10244,MYBL2 BMYB,9606.ENSP00000217026
1688,Q8WX92,NELFB COBRA1 KIAA1182,9606.ENSP00000339495
1689,Q9H3R1,NDST4 HSST4,9606.ENSP00000264363
1690,E9PKD4,NPIPA5,9606.ENSP00000433597
1691,Q92542,NCSTN KIAA0253 UNQ1874/PRO4317,9606.ENSP00000294785
1692,Q96PH1,NOX5,9606.ENSP00000373518
1693,O95747,OXSR1 KIAA1101 OSR1,9606.ENSP00000311713
1694,Q3SYA9,POM121L1P POM121L1,9606.ENSP00000481613
1695,Q5BKU9,OXLD1 C17orf90,9606.ENSP00000363873
1696,Q92882,OSTF1,9606.ENSP00000340836
1697,Q5BJF6,ODF2,9606.ENSP00000403453
1698,Q8NGQ4,OR10Q1,9606.ENSP00000314324
1699,Q8NF37,LPCAT1 AYTL2 PFAAP3,9606.ENSP00000283415
1700,P11940,PABPC1 PAB1 PABP1 PABPC2,9606.ENSP00000313007
1701,P52945,PDX1 IPF1 STF1,9606.ENSP00000370421
1702,Q8N4E4,PDCL2,9606.ENSP00000295645
1703,Q9UP65,PLA2G4C,9606.ENSP00000472546
1704,Q8IYJ0,PIANP C12orf53 PANP UNQ828/PRO1755,9606.ENSP00000442157
1705,P55085,F2RL1 GPR11 PAR2,9606.ENSP00000296677
1706,Q8WXA2,PATE1 PATE,9606.ENSP00000307164
1707,O00254,F2RL2 PAR3,9606.ENSP00000296641
1708,P58294,PROK1 UNQ600/PRO1186,9606.ENSP00000271331
1709,Q9NQV7,PRDM9 PFM6,9606.ENSP00000296682
1710,P20962,PTMS,9606.ENSP00000478828
1711,O00391,QSOX1 QSCN6 UNQ2520/PRO6013,9606.ENSP00000356574
1712,Q5TGL8,PXDC1 C6orf145,9606.ENSP00000369636
1713,Q8NFP0,PXT1 STEPP,9606.ENSP00000419944
1714,Q96PZ0,PUS7 KIAA1897,9606.ENSP00000348722
1715,Q8IY67,RAVER1 KIAA1978,9606.ENSP00000293677
1716,Q12829,RAB40B SEC4L,9606.ENSP00000461785
1717,Q9BTL3,RAMAC C15orf18 FAM103A1 RAMMET,9606.ENSP00000307181
1718,P20336,RAB3A,9606.ENSP00000222256
1719,O15315,RAD51B RAD51L1 REC2,9606.ENSP00000419471
1720,Q7Z5L2,R3HCC1L C10orf28 GIDRP88,9606.ENSP00000483494
1721,Q8WUD1,RAB2B,9606.ENSP00000380869
1722,Q96EH5,RPL39L RPL39L1,9606.ENSP00000296277
1723,Q5T653,MRPL2 CGI-22,9606.ENSP00000373404
1724,Q9P015,MRPL15 HSPC145,9606.ENSP00000260102
1725,P45452,MMP13,9606.ENSP00000260302
1726,P08254,MMP3 STMY1,9606.ENSP00000299855
1727,Q29980,MICB PERB11.2,9606.ENSP00000252229
1728,Q8NGN6,OR10G7,9606.ENSP00000329689
1729,Q17RF5,ODAPH C4orf26,9606.ENSP00000406925
1730,Q9P242,NYAP2 KIAA1486,9606.ENSP00000272907
1731,P57723,PCBP4,9606.ENSP00000417196
1732,O75459,PAGE1 GAGE9 GAGEB1,9606.ENSP00000365320
1733,Q9Y5E7,PCDHB2,9606.ENSP00000194155
1734,P0DN37,PPIAL4G,9606.ENSP00000393845
1735,A0A075B767,PPIAL4H,9606.ENSP00000464619
1736,Q9BZM2,PLA2G2F,9606.ENSP00000364243
1737,Q9UQ80,PA2G4 EBP1,9606.ENSP00000302886
1738,Q15120,PDK3 PDHK3,9606.ENSP00000387536
1739,Q969Q6,PPP2R3C C14orf10 G5PR,9606.ENSP00000261475
1740,P56373,P2RX3,9606.ENSP00000263314
1741,Q13177,PAK2,9606.ENSP00000314067
1742,Q08499,PDE4D DPDE3,9606.ENSP00000345502
1743,O00264,PGRMC1 HPR6.6 PGRMC,9606.ENSP00000217971
1744,P01210,PENK,9606.ENSP00000324248
1745,Q9H814,PHAX RNUXA,9606.ENSP00000297540
1746,P35232,PHB PHB1,9606.ENSP00000479488
1747,P30405,PPIF CYP3,9606.ENSP00000225174
1748,P62714,PPP2CB,9606.ENSP00000221138
1749,Q8NEY8,PPHLN1 HSPC206 HSPC232,9606.ENSP00000378935
1750,P37231,PPARG NR1C3,9606.ENSP00000287820
1751,Q8NG27,PJA1 RNF70,9606.ENSP00000355014
1752,Q8NFJ6,PROKR2 GPR73L1 PKR2,9606.ENSP00000217270
1753,P13727,PRG2 MBP,9606.ENSP00000312134
1754,Q99935,OPRPN BPLP PROL1,9606.ENSP00000382485
1755,Q5VTL8,PRPF38B,9606.ENSP00000359042
1756,Q9H4Q4,PRDM12 PFM9,9606.ENSP00000253008
1757,Q13162,PRDX4,9606.ENSP00000368646
1758,Q8N3Z0,PRSS35 C6orf158 UNQ522/PRO1057,9606.ENSP00000358714
1759,Q96I23,PYURF PREY,9606.ENSP00000273968
1760,Q8N142,ADSS1 ADSSL1,9606.ENSP00000333019
1761,Q9NRF8,CTPS2,9606.ENSP00000401264
1762,Q5R372,RABGAP1L HHL KIAA0471,9606.ENSP00000251507
1763,P54727,RAD23B,9606.ENSP00000350708
1764,P50876,RNF144A KIAA0161 RNF144 UBCE7IP4,9606.ENSP00000321330
1765,Q5TAB7,RIPPLY2 C6orf159,9606.ENSP00000358703
1766,O14593,RFXANK ANKRA1 RFXB,9606.ENSP00000305071
1767,Q9UGC7,MTRF1L MTRF1A,9606.ENSP00000356202
1768,Q9H902,REEP1 C2orf23 SPG31,9606.ENSP00000438346
1769,Q9BQ08,RETNLB CCRG FIZZ2 HXCP2 RETNL2 UNQ408/PRO770,9606.ENSP00000295755
1770,Q86VR2,RETREG3 FAM134C,9606.ENSP00000309432
1771,P27635,RPL10 DXS648E QM,9606.ENSP00000413436
1772,P46782,RPS5,9606.ENSP00000472985
1773,O00204,SULT2B1 HSST2,9606.ENSP00000201586
1774,Q13043,STK4 KRS2 MST1,9606.ENSP00000361892
1775,Q9BR01,SULT4A1 SULTX3,9606.ENSP00000332565
1776,Q14765,STAT4,9606.ENSP00000376134
1777,Q9Y6Y8,SEC23IP MSTP053,9606.ENSP00000358071
1778,Q8TBP6,SLC25A40 MCFP,9606.ENSP00000344831
1779,O43865,AHCYL1 DCAL IRBIT XPVKONA,9606.ENSP00000358814
1780,P78382,SLC35A1,9606.ENSP00000358565
1781,Q495M3,SLC36A2 PAT2 TRAMD1,9606.ENSP00000334223
1782,O00442,RTCA RPC RPC1 RTC1 RTCD1,9606.ENSP00000260563
1783,Q6UXD7,SLC49A3 MFSD7 LP2561 UNQ385/PRO717,9606.ENSP00000384616
1784,Q8TD22,SFXN5,9606.ENSP00000272433
1785,Q99962,SH3GL2 CNSA2 SH3D2A,9606.ENSP00000369981
1786,P53794,SLC5A3,9606.ENSP00000370543
1787,Q9BYC2,OXCT2 FKSG25,9606.ENSP00000361914
1788,Q96T21,SECISBP2 SBP2,9606.ENSP00000364965
1789,Q9H6I2,SOX17,9606.ENSP00000297316
1790,Q15797,SMAD1 BSP1 MADH1 MADR1,9606.ENSP00000426568
1791,Q8IUH8,SPPL2C IMP5,9606.ENSP00000332488
1792,O94993,SOX30,9606.ENSP00000265007
1793,P46721,SLCO1A2 OATP OATP1 OATP1A2 SLC21A3,9606.ENSP00000305974
1794,Q6IQ16,SPOPL,9606.ENSP00000280098
1795,P0CG40,SP9,9606.ENSP00000378418
1796,Q96P63,SERPINB12,9606.ENSP00000269491
1797,O75908,SOAT2 ACACT2 ACAT2,9606.ENSP00000301466
1798,P38935,IGHMBP2 SMBP2 SMUBP2,9606.ENSP00000255078
1799,Q96KF7,SMIM8 C6orf162 DC18,9606.ENSP00000376603
1800,Q7RTV0,PHF5A,9606.ENSP00000216252
1801,Q9Y263,PLAA PLAP,9606.ENSP00000380460
1802,Q86T03,PIP4P1 C14orf9 TMEM55B,9606.ENSP00000381102
1803,Q9UBT6,POLK DINB1,9606.ENSP00000241436
1804,O15120,AGPAT2,9606.ENSP00000360761
1805,O75817,POP7 RPP20,9606.ENSP00000304353
1806,Q9UF11,PLEKHB1 EVT1 KPL1 PHR1 PHRET1,9606.ENSP00000346127
1807,Q8NEB9,PIK3C3 VPS34,9606.ENSP00000262039
1808,Q7Z6Z6,PNPLA5 GS2L,9606.ENSP00000216177
1809,Q86SH4,PRNT,9606.ENSP00000321242
1810,Q5VTA0,PRAMEF17,9606.ENSP00000365266
1811,O60809,PRAMEF10,9606.ENSP00000235347
1812,Q7Z5A4,PRSS42P PRSS42 TESSP2,9606.ENSP00000401701
1813,Q9BQR3,PRSS27 MPN UNQ1884/PRO4327,9606.ENSP00000306390
1814,P28065,PSMB9 LMP2 PSMB6i RING12,9606.ENSP00000363993
1815,Q9NNZ6,PRM3,9606.ENSP00000325638
1816,Q8TAA3,PSMA8 PSMA7L,9606.ENSP00000311121
1817,P55036,PSMD4 MCB1,9606.ENSP00000357879
1818,Q7RTS3,PTF1A BHLHA29 PTF1P48,9606.ENSP00000365687
1819,O95825,CRYZL1 4P11,9606.ENSP00000370966
1820,P0DJH9,RD3L,9606.ENSP00000455434
1821,Q9P258,RCC2 KIAA1470 TD60,9606.ENSP00000364585
1822,P98179,RBM3 RNPL,9606.ENSP00000365950
1823,Q8NDT2,RBM15B OTT3,9606.ENSP00000454545
1824,P98175,RBM10 DXS8237E GPATC9 GPATCH9 KIAA0122,9606.ENSP00000328848
1825,Q9H6Z4,RANBP3,9606.ENSP00000341483
1826,Q9NW64,RBM22 ZC3H16 199G4,9606.ENSP00000199814
1827,Q15283,RASA2 GAP1M RASGAP,9606.ENSP00000286364
1828,Q6WBX8,RAD9B,9606.ENSP00000376440
1829,O75783,RHBDL1 RHBDL,9606.ENSP00000344206
1830,Q5EBL4,RILPL1 RLP1,9606.ENSP00000366070
1831,Q9UL25,RAB21 KIAA0118,9606.ENSP00000261263
1832,Q6PCD5,RFWD3 RNF201,9606.ENSP00000354361
1833,P17081,RHOQ ARHQ RASL7A TC10,9606.ENSP00000238738
1834,Q6PIS1,SLC23A3 E2BP3 SVCT3,9606.ENSP00000406546
1835,P82921,MRPS21 RPMS21 MDS016,9606.ENSP00000461930
1836,O14975,SLC27A2 ACSVL1 FACVL1 FATP2 VLACS,9606.ENSP00000267842
1837,Q92665,MRPS31 IMOGN38,9606.ENSP00000315397
1838,Q14151,SAFB2 KIAA0138,9606.ENSP00000252542
1839,P0CK97,SLC35E2A SLC35E2,9606.ENSP00000246421
1840,P0C7Q5,SLC35G4 AMAC1L1 SLC35G4P,9606.ENSP00000485584
1841,Q495N2,SLC36A3 PAT3 TRAMD2,9606.ENSP00000366942
1842,Q8N6K7,SAMD3,9606.ENSP00000402092
1843,Q9H1V8,SLC6A17 NTT4,9606.ENSP00000330199
1844,B5MCN3,SEC14L6,9606.ENSP00000385695
1845,P31949,S100A11 MLN70 S100C,9606.ENSP00000271638
1846,P57060,RWDD2B C21orf6 GL011,9606.ENSP00000418693
1847,P28702,RXRB NR2B2,9606.ENSP00000363817
1848,P23526,AHCY SAHH,9606.ENSP00000217426
1849,O95025,SEMA3D UNQ760/PRO1491,9606.ENSP00000284136
1850,A8MV23,SERPINE3,9606.ENSP00000428316
1851,Q9P0V3,SH3BP4 BOG25 EHB10 TTP,9606.ENSP00000386862
1852,Q8WVN6,SECTM1 K12,9606.ENSP00000269389
1853,Q9UH03,SEPTIN3 SEP3 SEPT3,9606.ENSP00000379704
1854,P51172,SCNN1D DNACH,9606.ENSP00000368411
1855,P55735,SEC13 D3S1231E SEC13A SEC13L1 SEC13R,9606.ENSP00000373312
1856,Q96L94,SNX22,9606.ENSP00000323435
1857,Q9UBP0,SPAST ADPSP FSP2 KIAA1083 SPG4,9606.ENSP00000480893
1858,P35237,SERPINB6 PI6 PTI,9606.ENSP00000484343
1859,Q5TF21,SOGA3 C6orf174,9606.ENSP00000451768
1860,P35711,SOX5,9606.ENSP00000398273
1861,Q8N5J4,SPIC,9606.ENSP00000448580
1862,Q9NPD5,SLCO1B3 LST2 OATP1B3 OATP8 SLC21A8,9606.ENSP00000261196
1863,Q9BZL3,SMIM3 C5orf62 NID67,9606.ENSP00000436897
1864,Q9NPB0,SAYSD1 C6orf64,9606.ENSP00000229903
1865,Q8WVI0,SMIM4 C3orf78,9606.ENSP00000417806
1866,Q8ND04,SMG8 ABC2 C17orf71,9606.ENSP00000438748
1867,Q16637,SMN1 SMN SMNT; SMN2 SMNC,9606.ENSP00000370119
1868,Q147U7,SMCO1 C3orf43,9606.ENSP00000380671
1869,Q08AE8,SPIRE1 KIAA1135 SPIR1,9606.ENSP00000387266
1870,O75940,SMNDC1 SMNR SPF30,9606.ENSP00000358616
1871,Q2MJR0,SPRED3 EVE-3,9606.ENSP00000345405
1872,Q6S5L8,SHC4 SHCD UNQ6438/PRO21364,9606.ENSP00000329668
1873,Q9NR45,NANS SAS,9606.ENSP00000210444
1874,Q9H4F1,ST6GALNAC4 SIAT3C SIAT7D,9606.ENSP00000336733
1875,Q9NP50,SINHCAF C12orf14 FAM60A L4,9606.ENSP00000337477
1876,Q9UJ37,ST6GALNAC2 SIAT7B SIATL1 STHM,9606.ENSP00000225276
1877,Q9H607,OCEL1,9606.ENSP00000215061
1878,A8MYP8,ODF3B ODF3L3,9606.ENSP00000382804
1879,Q8NGS8,OR13C5,9606.ENSP00000363911
1880,Q9BY49,PECR SDR29C1 PRO1004,9606.ENSP00000265322
1881,O75594,PGLYRP1 PGLYRP PGRP TNFSF3L SBBI68 UNQ639/PRO1269,9606.ENSP00000008938
1882,Q14442,PIGH,9606.ENSP00000216452
1883,Q9Y5J5,PHLDA3 TIH1,9606.ENSP00000356280
1884,Q9BRB3,PIGQ GPI1,9606.ENSP00000026218
1885,O15355,PPM1G PPM1C,9606.ENSP00000342778
1886,P49763,PGF PGFL PLGF,9606.ENSP00000451040
1887,Q8TCE9,LGALS14 PPL13,9606.ENSP00000353893
1888,Q9NPJ4,PNRC2 HSPC208,9606.ENSP00000334840
1889,Q08209,PPP3CA CALNA CNA,9606.ENSP00000378323
1890,Q496M5,PLK5 PLK5P FG060302,9606.ENSP00000466248
1891,Q6ZWE6,PLEKHM3 DAPR PLEKHM1L,9606.ENSP00000417003
